id,title,genre,description
3205,Single White Female,Action,"<Single White Female> is a psychological thriller movie that follows the story of a woman named Allison, who advertises for a roommate after breaking up with her boyfriend."
3206,"Boondock Saints, The",Action|Comedy,<The Boondock Saints> is a crime-thriller movie released in 1999.
3207,Gun Shy,Comedy,<Gun Shy > is a crime-comedy film about a DEA agent named Charlie who suffers from anxiety and panic attacks.
3208,Beloved/Friend (Amigo/Amado),Drama,<Beloved/Friend (Amigo/Amado)> is a Brazilian drama film that tells the story of a young man named Serginho who moves from the countryside to the city to live with his uncle.
3209,Gendernauts,Documentary,<Gendernauts> is a documentary film directed by Monika Treut that explores the lives of several individuals who identify as transgender or genderqueer.
3210,Knockout,Action|Adventure,Knockout is an engaging film that offers a unique cinematic experience.
3211,"Baby, The",Horror,"The movie <Baby, The > is a horror film about a social worker who investigates a case of child abuse, only to discover a family of cultists who have been raising a demonically possessed infant as their own."
3212,"Brandon Teena Story, The",Documentary,"<The Brandon Teena Story> is a documentary film that tells the true story of Brandon Teena, a transgender man who was raped and murdered in 1993."
3213,Different for Girls,Comedy,<Different for Girls> is a British romantic comedy-drama film released in 1996.
3214,Minnie and Moskowitz,Action,<Minnie and Moskowitz> is a romantic comedy-drama film directed by John Cassavetes.
3215,They Might Be Giants,Comedy|Romance,<They Might Be Giants> is a quirky comedy-drama film from 1971 about a wealthy and eccentric retired judge who believes he is Sherlock Holmes and sets out to solve crimes in New York City.
3216,"Beach, The",Adventure|Drama,<The Beach> is a 2000 adventure drama film directed by Danny Boyle and starring Leonardo DiCaprio.
3217,Snow Day,Comedy,<Snow Day> is a family comedy movie that follows the adventures of a group of kids who try to extend their snow day by stopping the snowplow driver from clearing the roads.
3218,"Tigger Movie, The",Animation|Children's,<The Tigger Movie> is a 2000 animated musical film based on the characters of A.
3219,Cotton Mary,Drama,is a drama film set in 1950s India..
3220,Not One Less (Yi ge dou bu neng shao),Drama,<Not One Less> is a Chinese drama film directed by Zhang Yimou.
3221,Soft Toilet Seats,Comedy,Soft Toilet Seats is a hilarious journey that promises to leave the audience in splits.
3222,Trois,Thriller,"<Trois > is a thriller movie that revolves around a successful African American couple, Jermaine and Jasmine, whose marriage is on the rocks."
3223,"Big Combo, The",Film-Noir,<The Big Combo> is a 1955 film noir that tells the story of a police detective who is obsessed with bringing down a ruthless and sadistic mob boss named Mr.
3224,Conceiving Ada,Drama|Sci-Fi,"<Conceiving Ada> is a science fiction drama film that explores the life and work of Ada Lovelace, a 19th-century mathematician and writer who is considered to be the world's first computer programmer."
3225,Eaten Alive,Horror,<Eaten Alive> is a horror movie about a psychotic hotel owner who feeds his guests to a giant crocodile that lives in a nearby swamp.
3226,Raining Stones,Drama,<Raining Stones> is a British drama film directed by Ken Loach.
3227,To Sir with Love,Drama,"<To Sir with Love> is a classic drama film about an engineer named Mark Thackeray, who takes a temporary teaching job at a high school in London's East End."
3228,With Byrd at the South Pole,Documentary,<With Byrd at the South Pole> is a documentary film that chronicles Admiral Richard E.
3229,Boiler Room,Drama,<Boiler Room> is a crime drama movie that revolves around a young college dropout named Seth Davis who joins a fraudulent stock brokerage firm in Long Island.
3230,Hanging Up,Comedy|Drama,<Hanging Up> is a comedy-drama film that follows the lives of three sisters who are dealing with the decline of their father's health and their own personal struggles.
3231,Pitch Black,Action|Sci-Fi,<Pitch Black> is a science-fiction horror movie that revolves around a group of space travelers who crash-land on a desert planet.
3232,"Whole Nine Yards, The",Comedy|Crime,<The Whole Nine Yards> is a crime-comedy movie released in 2000.
3233,Beautiful People,Comedy,<Beautiful People> is a satirical comedy-drama movie that follows the lives of several characters from different backgrounds and nationalities living in London.
3234,Black Tar Heroin: The Dark End of the Street,Documentary,<Black Tar Heroin: The Dark End of the Street> is a documentary film that explores the lives of several heroin addicts living on the streets of San Francisco.
3235,Blue Collar,Crime|Drama,<Blue Collar> is a 1978 drama film that follows the lives of three Detroit auto workers who are fed up with the poor working conditions and low wages they face.
3236,Bluebeard,Film-Noir|Horror,<Bluebeard> is a 1944 film noir directed by Edgar G.
3237,"Circus, The",Comedy,"The movie <Circus, The > is a silent film about a young woman named Marion who becomes a circus performer after her father dies."
3238,City Lights,Comedy|Drama|Romance,<City Lights> is a silent romantic comedy-drama film directed by Charlie Chaplin.
3239,"Flamingo Kid, The",Comedy|Drama,<The Flamingo Kid> is a coming-of-age comedy-drama film about a young man named Jeffrey Willis who spends his summer working at a beach club in Long Island and becomes enamored with the lifestyle of the wealthy members.
3240,"Dog's Life, A",Comedy,<A Dog's Life> is a silent comedy film directed by Charlie Chaplin.
3241,"Kid, The",Action,<The Kid> is a silent comedy-drama film directed by Charlie Chaplin.
3242,"Man from Laramie, The",Western,<The Man from Laramie> is a Western movie from 1955 directed by Anthony Mann and starring James Stewart.
3243,"McCullochs, The",Drama,<The McCullochs> is a 1975 Western film that follows the story of a family of homesteaders who are struggling to make a living in the harsh conditions of the American West.
3244,Class Reunion,Comedy,<Class Reunion> is a comedy film about a group of high school classmates who reunite after 10 years for their class reunion.
3245,"Big Trees, The",Action|Drama,<The Big Trees> is a 1952 American Western film directed by Felix E.
3246,Happy Go Lovely,Musical,<Happy Go Lovely> is a musical comedy film from 1951 that follows a young American dancer named Janet Jones who is hired to perform in a Scottish town.
3247,Reindeer Games,Action|Thriller,<Reindeer Games> is a 2000 crime thriller film directed by John Frankenheimer.
3248,Wonder Boys,Comedy|Drama,<Wonder Boys> is a 2000 comedy-drama film directed by Curtis Hanson.
3249,Deterrence,Thriller,<Deterrence> is a political thriller film that was released in 1998.
3250,Judy Berlin,Drama,<Judy Berlin> is a 1999 independent film that follows the lives of several characters in a small Long Island town during a solar eclipse.
3251,Mifune (Mifunes sidste sang),Comedy|Romance,<Mifune (Mifunes sidste sang)> is a Danish movie released in 1999.
3252,"Waiting Game, The",Comedy,<The Waiting Game> is a crime thriller about a young man named Will who is released from prison after serving time for a crime he didn't commit.
3253,3 Strikes,Comedy,<3 Strikes> is a comedy movie about a young man named Rob who is on his third strike for petty crimes and faces a life sentence in prison if he gets arrested again.
3254,Chain of Fools,Comedy|Crime,<Chain of Fools> is a crime-comedy movie that revolves around a group of eccentric characters who get tangled up in a web of deceit and double-crossing over a valuable coin.
3255,Drowning Mona,Comedy,"<Drowning Mona> is a comedy-mystery film about the small town of Verplanck, New York, where Mona Dearly (played by Bette Midler) is found dead in her car at the bottom of a river."
3256,"Next Best Thing, The",Comedy|Drama,<The Next Best Thing> is a romantic comedy-drama film that tells the story of a man and a woman who decide to have a child together without being in a romantic relationship.
3257,What Planet Are You From?,Comedy|Sci-Fi,<What Planet Are You From?> is a comedy film released in 2000.
3258,Beyond the Mat,Documentary,<Beyond the Mat> is a documentary-style film that explores the world of professional wrestling.
3259,Ghost Dog: The Way of the Samurai,Crime|Drama,<Ghost Dog: The Way of the Samurai> is a crime drama film directed by Jim Jarmusch.
3260,"Year My Voice Broke, The",Drama,<The Year My Voice Broke> is an Australian coming-of-age drama film set in the 1960s.
3261,Splendor in the Grass,Drama,<Splendor in the Grass> is a 1961 drama film directed by Elia Kazan and starring Natalie Wood and Warren Beatty.
3262,My Tutor,Drama,<My Tutor> is a coming-of-age comedy film from 1983 about a wealthy high school student named Bobby who is failing French and is sent to a private tutor by his father.
3263,"Legend of Lobo, The",Adventure|Children's,<The Legend of Lobo> is a 1962 American documentary-style nature film produced by Walt Disney Productions.
3264,"Killing of Sister George, The",Drama,<The Killing of Sister George> is a 1968 British film about a lesbian actress named June Buckridge who plays the role of a nurse named Sister George in a popular television soap opera.
3265,Key Largo,Crime|Drama|Film-Noir|Thriller,"<Key Largo> is a 1948 film noir directed by John Huston and starring Humphrey Bogart, Lauren Bacall, and Edward G."
3266,Jail Bait,Crime|Drama,<Jail Bait> is a crime drama film about a young man named Don who is forced to participate in a jewelry store robbery by his criminal father.
3267,It Happened Here,Drama,<It Happened Here> is a British alternate history film set in a hypothetical timeline where Nazi Germany successfully invaded and occupied the United Kingdom during World War II.
3268,I'll Never Forget What's 'is Name,Comedy|Drama,<I'll Never Forget What's 'is Name> is a British comedy-drama film from 1967.
3269,For All Mankind,Documentary,"<For All Mankind> is a documentary film that tells the story of the Apollo missions, focusing on the experiences of the astronauts who traveled to the moon."
3270,Cross of Iron,War,<Cross of Iron> is a war film directed by Sam Peckinpah and set during World War II.
3271,Bride of the Monster,Horror|Sci-Fi,<Bride of the Monster> is a science fiction horror movie from 1956 directed by Ed Wood.
3272,Born Yesterday,Comedy,"<Born Yesterday> is a classic American comedy film from 1950, directed by George Cukor."
3273,Birdy,Drama|War,"<Birdy> is a drama film directed by Alan Parker, based on the novel of the same name by William Wharton."
3274,And God Created Woman,Comedy|Drama|Romance,"<And God Created Woman> is a 1988 romantic drama film directed by Roger Vadim and starring Rebecca De Mornay, Vincent Spano, and Frank Langella."
3275,Blood Feast,Horror,"<Blood Feast> is a horror film about a catering company owner who worships an ancient Egyptian goddess and uses her rituals to murder young women for their body parts, which he then uses to prepare a blood feast in order to resurrect the goddess."
3276,"Charlie, the Lonesome Cougar",Adventure|Children's,"<Charlie, the Lonesome Cougar> is a Disney movie about a young mountain lion named Charlie who is orphaned and left alone in the wilderness."
3277,Color Me Blood Red,Horror,<Color Me Blood Red> is a horror movie from 1965 directed by Herschell Gordon Lewis.
3278,Never Cry Wolf,Drama,"<Never Cry Wolf> is a 1983 movie directed by Carroll Ballard, based on the book of the same name by Farley Mowat."
3279,"Night Visitor, The",Crime|Thriller,<The Night Visitor> is a psychological thriller about a man named Salem who is falsely accused of murder and committed to a mental institution.
3280,"Perils of Pauline, The",Comedy,<The Perils of Pauline> is a comedy-adventure film about a young woman named Pauline who inherits a large sum of money and uses it to fund her dream of becoming a Hollywood actress.
3281,"Raisin in the Sun, A",Drama,<A Raisin in the Sun> is a 1961 drama film based on the play of the same name by Lorraine Hansberry.
3282,Two Thousand Maniacs!,Horror,<Two Thousand Maniacs!> is a horror film directed by Herschell Gordon Lewis.
3283,Brown's Requiem,Drama,Brown's Requiem  is a neo-noir crime drama film based on the novel of the same name by James Ellroy.
3284,"Closer You Get, The",Comedy|Romance,<The Closer You Get> is a romantic comedy film set in a small Irish village.
3285,Mission to Mars,Sci-Fi,<Mission to Mars> is a science fiction film that follows a team of astronauts on a mission to Mars to find out what happened to a previous mission that went missing.
3286,"Ninth Gate, The",Thriller,The Ninth Gate is a supernatural thriller movie released in 2000.
3287,Condo Painting,Documentary,Condo Painting is an enlightening documentary that sheds light on important and intriguing topics.
3288,East-West (Est-ouest),Drama|Romance,<East-West> is a French-Russian drama film that tells the story of a Russian doctor and his French wife who return to the Soviet Union in 1946 after spending years in France.
3289,Defending Your Life,Comedy|Romance,<Defending Your Life> is a romantic comedy-fantasy movie released in 1991.
3290,Breaking Away,Drama,<Breaking Away> is a coming-of-age movie about four friends from a small town in Indiana who are struggling to find their place in the world after high school.
3291,Hoosiers,Drama,"<Hoosiers> is a sports drama film that tells the story of a small-town high school basketball team in Indiana, who with the help of a new coach, overcome obstacles to win the state championship."
3292,Bull Durham,Comedy,"<Bull Durham> is a 1988 sports comedy-drama film about a minor league baseball team in Durham, North Carolina."
3293,Dog Day Afternoon,Comedy|Crime|Drama,<Dog Day Afternoon> is a crime drama film based on a true story.
3294,American Graffiti,Comedy|Drama,<American Graffiti> is a coming-of-age comedy-drama film directed by George Lucas.
3295,"Asphalt Jungle, The",Crime|Film-Noir,"<Asphalt Jungle, The> is a classic film noir about a group of criminals who plan and execute a daring jewelry heist in the city."
3296,"Searchers, The",Western,<The Searchers> is a Western film directed by John Ford and starring John Wayne.
3297,Where Eagles Dare,Action|Adventure|War,"<Where Eagles Dare> is a war film set in World War II, where a group of Allied soldiers, led by Major Smith (played by Richard Burton) and American Lieutenant Schaffer (played by Clint Eastwood), are sent on a mission to rescue an American general who is being held captive in a castle in the Bavarian Alps."
3298,"Devil's Brigade, The",War,"<The Devil's Brigade> is a war film based on the true story of the First Special Service Force, a joint American-Canadian commando unit during World War II."
3299,"Big Country, The",Romance|Western,"The movie <Big Country, The > is a western drama about a wealthy sea captain named James McKay who travels to the American West to marry his fiancée."
3300,Any Number Can Win (Mélodie en sous-sol ),Crime,<Any Number Can Win (Mélodie en sous-sol)> is a French crime film from 1963 directed by Henri Verneuil.
3301,Betrayed,Drama|Thriller,<Betrayed> is a 1988 thriller movie about an FBI agent named Cathy Weaver who is investigating a group of white supremacists.
3302,Bound for Glory,Drama,"<Bound for Glory> is a biographical film about the life of Woody Guthrie, a folk singer and songwriter who became a voice for the working class during the Great Depression."
3303,"Bridge at Remagen, The",Action|War,<The Bridge at Remagen> is a war movie set during World War II.
3304,Buck and the Preacher,Western,<Buck and the Preacher> is a Western film set in the late 1800s that follows a former slave named Buck and a con man named the Preacher as they lead a group of African American settlers through hostile territory to reach their promised land in Kansas.
3305,Daughters of the Dust,Drama,<Daughters of the Dust> is a 1992 drama film directed by Julie Dash.
3306,Destination Moon,Sci-Fi,<Destination Moon> is a science fiction movie from 1950 that follows a group of scientists and engineers as they work to launch the first manned rocket to the moon.
3307,"Fantastic Night, The (La Nuit Fantastique)",Romance,<The Fantastic Night> is a French comedy film from 1949 directed by Marcel L'Herbier.
3308,Hangmen Also Die,Drama|War,<Hangmen Also Die> is a 1943 film directed by Fritz Lang.
3309,"Ogre, The (Der Unhold)",Drama,"The movie <Ogre, The (Der Unhold) > is a drama film based on the life of a notorious Nazi doctor, Dr."
3310,On the Beach,Drama,On the Beach  is a post-apocalyptic film that depicts the aftermath of a nuclear war that has destroyed most of the world.
3311,Railroaded!,Film-Noir,"<Railroaded!> is a film noir crime drama about a falsely accused woman named Clara Calhoun, who is framed for a robbery and murder by a gang of criminals."
3312,Slaves to the Underground,Comedy|Drama,<Slaves to the Underground> is a 1997 independent film about a group of young musicians in Seattle who struggle to find their place in the local music scene while dealing with personal and romantic relationships.
3313,Song of Freedom,Drama,"<Song of Freedom> is a British drama film about a West African man named John, who is brought to England to be trained as a classical singer."
3314,Big Fella,Drama|Musical,<Big Fella> is a musical comedy film from 1937 that tells the story of a wealthy American businessman named John Reeves who travels to Africa to buy some land.
3315,"Taking of Pelham One Two Three, The",Action,The movie <Taking of Pelham One Two Three> is a thriller about a group of armed men who hijack a New York City subway train and hold its passengers hostage for ransom.
3316,Volunteers,Comedy,"<Volunteers > is a comedy film about a spoiled and selfish Yale graduate named Lawrence Bourne III who, in order to escape his gambling debts, volunteers for the Peace Corps and is sent to Thailand."
3317,JFK,Drama|Mystery,<JFK> is a 1991 American political thriller directed by Oliver Stone.
3318,Who's Harry Crumb?,Comedy,<Who's Harry Crumb?> is a comedy movie released in 1989.
3319,Harry and the Hendersons,Comedy,<Harry and the Hendersons> is a comedy film about a family who accidentally hits a Bigfoot with their car while on a camping trip.
3320,Let's Get Harry,Action|Adventure,"<Let's Get Harry> is a 1986 American action-adventure film about a group of American businessmen who hire a mercenary to rescue their friend, Harry Burck (played by Mark Harmon), who has been kidnapped by Colombian drug lords while working on a dam project."
3321,Shanghai Surprise,Adventure,<Shanghai Surprise> is a 1986 comedy-drama film starring Madonna and Sean Penn.
3322,Who's That Girl?,Comedy,<Who's That Girl?> is a romantic comedy film from 1987.
3323,She-Devil,Comedy,<She-Devil> is a dark comedy film about a housewife named Ruth who is tired of her husband's infidelity and decides to take revenge on him by ruining his life and career.
3324,Date with an Angel,Comedy|Fantasy,<Date with an Angel> is a romantic comedy movie from 1987 about a man named Jim who gets into a car accident and finds an angel in his backyard.
3325,Blind Date,Comedy|Romance,<Blind Date > is a romantic comedy film directed by Blake Edwards.
3326,Nadine,Comedy,<Nadine> is a 1987 American comedy film directed by Robert Benton and starring Jeff Bridges and Kim Basinger.
3327,"Muppet Movie, The",Children's|Comedy,"<The Muppet Movie> is a musical comedy film that follows the story of Kermit the Frog, who sets out on a journey to Hollywood to become a star."
3328,"Great Muppet Caper, The",Children's|Comedy,<The Great Muppet Caper> is a 1981 musical comedy film featuring Jim Henson's Muppets.
3329,"Muppets Take Manhattan, The",Children's|Comedy,<The Muppets Take Manhattan> is a 1984 musical comedy film in which Kermit the Frog and his Muppet friends go to New York City to try to make it on Broadway.
3330,Sesame Street Presents Follow That Bird,Children's|Comedy,<Sesame Street Presents Follow That Bird> is a 1985 American musical adventure comedy film based on the television series <Sesame Street>.
3331,We're Back! A Dinosaur's Story,Animation|Children's,<We're Back! A Dinosaur's Story> is an animated movie about a group of friendly dinosaurs who are brought to modern-day New York City by a time-traveling scientist.
3332,Baby... Secret of the Lost Legend,Adventure|Sci-Fi,"<Baby... Secret of the Lost Legend> is a family adventure film from 1985 about a paleontologist couple who discover a family of living Brontosaurus in the African jungle. They try to protect the creatures from a greedy scientist and his team who want to capture them for profit. Along the way, they also have to evade dangerous wildlife and navigate the difficult terrain of the jungle."
3333,Turtle Diary,Drama,"<Turtle Diary> is a British film that tells the story of two lonely people, William Snow and Neaera Duncan, who become obsessed with freeing two sea turtles from the London Zoo."
3334,Raise the Titanic,Drama|Thriller,<Raise the Titanic> is a 1980 adventure film based on the novel of the same name by Clive Cussler.
3335,Titanic,Action|Drama,<Titanic > is a fictionalized account of the sinking of the Titanic in 1912.
3336,"Night to Remember, A",Action|Drama,<A Night to Remember> is a British drama film that depicts the sinking of the RMS Titanic on its maiden voyage in 1912.
3337,Captain Horatio Hornblower,Action|Adventure|War,<Captain Horatio Hornblower> is a British-American naval adventure film set during the Napoleonic Wars.
3338,"Carriers Are Waiting, The (Les Convoyeurs Attendent)",Comedy|Drama,The movie <Carriers Are Waiting> is a French comedy-drama film that tells the story of two brothers who work as baggage handlers at an airport.
3339,Erin Brockovich,Drama,"<Erin Brockovich> is a biographical drama film that tells the story of a single mother, Erin Brockovich (played by Julia Roberts), who becomes a legal assistant and helps to win a major lawsuit against a California power company accused of polluting a city's water supply."
3340,Final Destination,Drama|Thriller,<Final Destination> is a horror movie about a group of high school students who cheat death after one of them has a premonition of a deadly plane crash.
3341,Soft Fruit,Comedy|Drama,<Soft Fruit> is a 1999 Australian drama film about a dysfunctional family who reunites after the death of their mother.
3342,Babymother,Drama,<Babymother> is a British musical drama film that tells the story of a young woman named Anita who is a single mother and aspiring singer.
3343,"Bear, The",Adventure,<The Bear>  is a French film directed by Jean-Jacques Annaud.
3344,Impact,Crime|Drama,<Impact> is a film noir thriller from 1949 about a wealthy businessman named Walter Williams who survives a murder attempt by his wife and her lover.
3345,Love Is a Many-Splendored Thing,Romance,<Love Is a Many-Splendored Thing> is a romantic drama film released in 1955.
3346,"Mirror, The (Zerkalo)",Drama,<The Mirror> (Zerkalo) is a 1975 Russian film directed by Andrei Tarkovsky.
3347,"Trial, The (Le Procès)",Drama,"<The Trial> is a 1963 film directed by Orson Welles, based on the novel of the same name by Franz Kafka."
3348,"Crimson Pirate, The",Adventure|Comedy|Sci-Fi,"The Crimson Pirate is a 1952 adventure film about a roguish pirate named Captain Vallo, who teams up with a group of rebels to overthrow a tyrannical ruler on a Caribbean island."
3349,Thelma & Louise,Action|Drama,"<Thelma & Louise > is a road movie about two best friends, Thelma and Louise, who embark on a weekend getaway."
3350,Something for Everyone,Comedy|Crime,<Something for Everyone> is a dark comedy film from 1970 that follows the story of a young and ambitious man named Konrad who is hired as a servant by a wealthy and eccentric family in Germany.
3351,...And Justice for All,Drama|Thriller,"<...And Justice for All> is a legal drama film from 1979 that follows the story of an ethical and idealistic defense attorney named Arthur Kirkland, played by Al Pacino. Kirkland finds himself in a moral dilemma when he is forced to defend a judge who he despises, who has been accused of rape. As he navigates the corrupt legal system and grapples with his own values, Kirkland must decide whether to compromise his integrity or risk losing everything he has worked for. The film explores themes of justice, morality, and the flaws of the American legal system."
3352,Animal House,Comedy,<Animal House> is a comedy film that follows the misadventures of a fraternity house at a fictional college in 1962.
3353,She's Gotta Have It,Comedy|Romance,<She's Gotta Have It> is a romantic comedy-drama film directed by Spike Lee.
3354,School Daze,Drama,"<School Daze> is a comedy-drama film directed by Spike Lee, set in a historically black college in the 1980s."
3355,Do the Right Thing,Comedy|Drama,"<Do the Right Thing> is a 1989 film directed by Spike Lee, which depicts a day in the life of a racially diverse neighborhood in Brooklyn, New York."
3356,Mo' Better Blues,Drama,<Mo' Better Blues> is a 1990 drama film directed by Spike Lee.
3357,Jungle Fever,Drama|Romance,Jungle Fever is a 1991 American romantic drama film directed by Spike Lee.
3358,Coogan's Bluff,Crime,<Coogan's Bluff> is a 1968 action thriller film directed by Don Siegel and starring Clint Eastwood.
3359,"Champ, The",Drama,<The Champ> is a 1979 drama film about a former boxing champion who struggles to make ends meet and maintain custody of his son.
3360,Creature Comforts,Animation|Comedy,<Creature Comforts> is a stop-motion animated film directed by Nick Park.
3361,Death Wish,Action|Drama,<Death Wish> is a 1974 action-thriller film about a man named Paul Kersey (played by Charles Bronson) whose wife is murdered and daughter is sexually assaulted by a group of thugs in New York City.
3362,Death Wish II,Action|Drama,<Death Wish II> is a vigilante action film directed by Michael Winner.
3363,Death Wish 3,Action|Drama,"<Death Wish 3> is a vigilante action film in which the protagonist, Paul Kersey (played by Charles Bronson), returns to New York City to visit an old friend."
3364,Death Wish 4: The Crackdown,Action|Drama,<Death Wish 4: The Crackdown> is a 1987 action thriller film directed by J.
3365,Death Wish V: The Face of Death,Action|Drama,<Death Wish V: The Face of Death> is a 1994 action-thriller film about a New York City architect named Paul Kersey (played by Charles Bronson) who becomes a vigilante after his fiancée is murdered by a gang of criminals.
3366,Double Indemnity,Crime|Film-Noir,"<Double Indemnity> is a film noir classic about an insurance salesman, Walter Neff, who becomes involved in a plot to murder a wealthy businessman and collect on his life insurance policy."
3367,Dying Young,Drama|Romance,<Dying Young> is a romantic drama film released in 1991.
3368,Cool as Ice,Drama,<Cool as Ice> is a 1991 romantic drama film starring rapper Vanilla Ice.
3369,Teenage Mutant Ninja Turtles,Action|Children's|Fantasy,<Teenage Mutant Ninja Turtles > is a live-action film based on the popular comic book and animated TV series.
3370,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action|Children's|Fantasy,"<Teenage Mutant Ninja Turtles II: The Secret of the Ooze> is a 1991 American superhero film and a sequel to the 1990 film ""Teenage Mutant Ninja Turtles."
3371,Teenage Mutant Ninja Turtles III,Action|Children's|Fantasy,"In <Teenage Mutant Ninja Turtles III >, the turtles find themselves transported back in time to feudal Japan."
3372,Red Dawn,Action|War,<Red Dawn> is a 1984 American war film that depicts a fictional invasion of the United States by the Soviet Union and its Cuban and Nicaraguan allies.
3373,Band of the Hand,Action,<Band of the Hand> is a 1986 action-adventure film that tells the story of five juvenile delinquents who are sent to a remote area of the Everglades to undergo an intense rehabilitation program.
3374,Born American,Action|Drama|Thriller,<Born American> is an action-thriller movie about three American friends who go on a hunting trip to Finland.
3375,Bloodsport,Action,"<Bloodsport> is a martial arts movie from 1988 that tells the story of Frank Dux (played by Jean-Claude Van Damme), a fighter who leaves the military to participate in a secret underground fighting tournament in Hong Kong."
3376,Eyes of Laura Mars,Mystery|Thriller,<Eyes of Laura Mars> is a thriller movie from 1978 about a fashion photographer named Laura Mars (played by Faye Dunaway) who begins to have disturbing visions of violent murders.
3377,Funny Bones,Comedy,"<Funny Bones> is a dark comedy film that follows the story of Tommy Fawkes, a failed comedian who returns to his hometown of Blackpool, England to seek inspiration for his new stand-up routine."
3378,"Good Earth, The",Drama,<The Good Earth> is a 1937 drama film based on the novel of the same name by Pearl S.
3379,"Good Morning, Vietnam",Comedy|Drama|War,"<Good Morning, Vietnam> is a comedy-drama film set in Saigon during the Vietnam War."
3380,"Good Mother, The",Drama,"<The Good Mother> is a drama film released in 1988, directed by Leonard Nimoy."
3381,Grumpy Old Men,Comedy,"<Grumpy Old Men> is a comedy film about two lifelong neighbors, John Gustafson (Jack Lemmon) and Max Goldman (Walter Matthau), who have been feuding for years."
3382,Guess Who's Coming to Dinner,Comedy|Drama,<Guess Who's Coming to Dinner> is a classic movie from 1967 that explores the issue of interracial marriage.
3383,Romeo Must Die,Action|Romance,<Romeo Must Die> is a 2000 action film starring Jet Li and Aaliyah.
3384,Here on Earth,Drama|Romance,<Here on Earth> is a romantic drama film released in 2000.
3385,Whatever It Takes,Comedy|Romance,"<Whatever It Takes> is a romantic comedy movie that follows two high school students, Ryan and Chris, who are both in love with girls who are out of their league."
3386,Buddy Boy,Drama|Thriller,<Buddy Boy> is a psychological thriller movie about a shy and reclusive young man named Francis who lives with his abusive and religiously fanatic mother in a rundown apartment building.
3387,"Color of Paradise, The (Rang-e Khoda)",Drama,The movie <Color of Paradise> is a 1999 Iranian film directed by Majid Majidi.
3388,Waking the Dead,Drama,"<Waking the Dead> is a romantic drama film that follows the story of Fielding Pierce, a young political activist who falls in love with a woman named Sarah Williams."
3389,Blood and Sand (Sangre y Arena),Drama|Romance,<Blood and Sand (Sangre y Arena)> is a Spanish drama film from 1989 that tells the story of a young man named Juan Gallardo who rises from poverty to become a famous bullfighter.
3390,Gothic,Drama|Horror,"<Gothic> is a horror film directed by Ken Russell, released in 1986."
3391,Hillbillys in a Haunted House,Comedy,"<Hillbillys in a Haunted House> is a comedy horror movie about a country music trio who get stranded in a haunted house with a mad scientist, his monster, and a group of spies."
3392,Lord of the Flies,Adventure|Drama|Thriller,<Lord of the Flies> is a movie based on a novel by William Golding.
3393,Modern Times,Comedy,<Modern Times> is a classic comedy film directed by Charlie Chaplin.
3394,Last Resort,Comedy,<Last Resort > is a thriller movie about a couple who accidentally stumble upon a secret military base on a remote island.
3395,Solar Crisis,Sci-Fi|Thriller,Solar Crisis is a science fiction movie that takes place in the future where the sun is dying and threatening to destroy the Earth.
3396,That's Life!,Drama,<That's Life!> is a comedy-drama film directed by Blake Edwards.
3397,Heart and Souls,Comedy|Fantasy,<Heart and Souls> is a fantasy comedy-drama film from 1993.
3398,Hud,Drama|Western,"<Hud> is a 1963 Western drama film that follows the story of Hud Bannon, a self-centered and reckless young man who clashes with his father, Homer, a principled and hardworking rancher."
3399,"Hustler, The",Drama,"<The Hustler> is a 1961 American drama film directed by Robert Rossen and starring Paul Newman, Jackie Gleason, Piper Laurie, and George C."
3400,Inherit the Wind,Drama,<Inherit the Wind> is a film adaptation of a play based on the real-life Scopes Monkey Trial of 1925.
3401,Dersu Uzala,Adventure|Drama,"<Dersu Uzala> is a movie directed by Akira Kurosawa, based on the true story of a Russian explorer named Captain Arseniev and his friendship with an elderly hunter named Dersu Uzala."
3402,Close Encounters of the Third Kind,Drama|Sci-Fi,<Close Encounters of the Third Kind> is a science fiction movie directed by Steven Spielberg.
3403,Horror Hotel (a.k.a. The City of the Dead),Horror, (a.k.a..
3404,Jonah Who Will Be 25 in the Year 2000,Comedy,<Jonah Who Will Be 25 in the Year 2000> is a French-Swiss film directed by Alain Tanner.
3405,Retroactive,Sci-Fi|Thriller,<Retroactive> is a science-fiction action thriller movie released in 1997.
3406,"Place in the Sun, A",Drama|Romance,<A Place in the Sun> is a 1951 drama film directed by George Stevens.
3407,Jacob's Ladder,Horror|Mystery|Thriller,"<Jacob's Ladder> is a psychological horror film that follows Jacob Singer, a Vietnam War veteran who is haunted by strange and terrifying visions and flashbacks."
3408,Empire Records,Comedy|Drama,<Empire Records> is a coming-of-age comedy-drama film about a group of young employees working at an independent record store called Empire Records.
3409,"Bamba, La",Drama,"<Bamba, La> is a Senegalese film directed by Mama Keïta."
3410,Ladyhawke,Adventure|Fantasy|Romance,<Ladyhawke> is a fantasy adventure film set in medieval Europe.
3411,Lucas,Drama,<Lucas> is a coming-of-age drama film about a 14-year-old boy named Lucas Bly who is small for his age and often bullied by his peers.
3412,High Fidelity,Comedy,"<High Fidelity> is a romantic comedy-drama film that follows the story of Rob Gordon, a record store owner and compulsive list maker, who revisits his past relationships through music after his girlfriend Laura leaves him."
